Phenotype Code,Phenotype Description,UK Biobank Data Showcase Link,Sex,File,wget command,AWS File,Dropbox File,md5s
B07,Diagnoses - main ICD10: B07 Viral warts,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=B07,female,B07.gwas.imputed_v3.female.tsv.bgz,wget https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/B07.gwas.imputed_v3.female.tsv.bgz -O B07.gwas.imputed_v3.female.tsv.bgz,https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/B07.gwas.imputed_v3.female.tsv.bgz,https://www.dropbox.com/s/bipnwp10zuojv5v/B07.gwas.imputed_v3.female.tsv.bgz?dl=0,54e2b43b54da442f73e27960ab361f41
B07,Diagnoses - main ICD10: B07 Viral warts,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=B07,male,B07.gwas.imputed_v3.male.tsv.bgz,wget https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/B07.gwas.imputed_v3.male.tsv.bgz -O B07.gwas.imputed_v3.male.tsv.bgz,https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/B07.gwas.imputed_v3.male.tsv.bgz,https://www.dropbox.com/s/imt1fds4klkqis8/B07.gwas.imputed_v3.male.tsv.bgz?dl=0,c488395fee111a5a69533dab2ef34c21
B18,Diagnoses - main ICD10: B18 Chronic viral hepatitis,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=B18,both_sexes,B18.gwas.imputed_v3.both_sexes.tsv.bgz,wget https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/B18.gwas.imputed_v3.both_sexes.tsv.bgz -O B18.gwas.imputed_v3.both_sexes.tsv.bgz,https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/B18.gwas.imputed_v3.both_sexes.tsv.bgz,https://www.dropbox.com/s/kr4crky3y0a0uvn/B18.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0,14a859a394ab3ccbc21d158c0650f321
B34,Diagnoses - main ICD10: B34 Viral infection of unspecified site,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=B34,both_sexes,B34.gwas.imputed_v3.both_sexes.tsv.bgz,wget https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/B34.gwas.imputed_v3.both_sexes.tsv.bgz -O B34.gwas.imputed_v3.both_sexes.tsv.bgz,https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/B34.gwas.imputed_v3.both_sexes.tsv.bgz,https://www.dropbox.com/s/4x4jwppc32vphqt/B34.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0,a2eb0c2a81f1aabd1413ee43c2b14e96
B34,Diagnoses - main ICD10: B34 Viral infection of unspecified site,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=B34,female,B34.gwas.imputed_v3.female.tsv.bgz,wget https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/B34.gwas.imputed_v3.female.tsv.bgz -O B34.gwas.imputed_v3.female.tsv.bgz,https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/B34.gwas.imputed_v3.female.tsv.bgz,https://www.dropbox.com/s/iq833zn62ji3pto/B34.gwas.imputed_v3.female.tsv.bgz?dl=0,bb062327b9dc34e453eb5e49780b2122
B34,Diagnoses - main ICD10: B34 Viral infection of unspecified site,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=B34,male,B34.gwas.imputed_v3.male.tsv.bgz,wget https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/B34.gwas.imputed_v3.male.tsv.bgz -O B34.gwas.imputed_v3.male.tsv.bgz,https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/B34.gwas.imputed_v3.male.tsv.bgz,https://www.dropbox.com/s/6ynmgx3872xenli/B34.gwas.imputed_v3.male.tsv.bgz?dl=0,bcfb5c79da99823aabc19aaf02596f11
B37,Diagnoses - main ICD10: B37 Candidiasis,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=B37,both_sexes,B37.gwas.imputed_v3.both_sexes.tsv.bgz,wget https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/B37.gwas.imputed_v3.both_sexes.tsv.bgz -O B37.gwas.imputed_v3.both_sexes.tsv.bgz,https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/B37.gwas.imputed_v3.both_sexes.tsv.bgz,https://www.dropbox.com/s/ginmdlrrl2qzkzi/B37.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0,a589cd45c82afe6b887d71fb5c10a84e
B37,Diagnoses - main ICD10: B37 Candidiasis,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=B37,female,B37.gwas.imputed_v3.female.tsv.bgz,wget https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/B37.gwas.imputed_v3.female.tsv.bgz -O B37.gwas.imputed_v3.female.tsv.bgz,https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/B37.gwas.imputed_v3.female.tsv.bgz,https://www.dropbox.com/s/vuivr25dkhxb3fi/B37.gwas.imputed_v3.female.tsv.bgz?dl=0,58efd829b91b75cec86a588c17b79e06
B37,Diagnoses - main ICD10: B37 Candidiasis,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=B37,male,B37.gwas.imputed_v3.male.tsv.bgz,wget https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/B37.gwas.imputed_v3.male.tsv.bgz -O B37.gwas.imputed_v3.male.tsv.bgz,https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/B37.gwas.imputed_v3.male.tsv.bgz,https://www.dropbox.com/s/uatbva3s82sq3e6/B37.gwas.imputed_v3.male.tsv.bgz?dl=0,9ba547d50e6a46e23797910d649eac5d
C01,Diagnoses - main ICD10: C01 Malignant neoplasm of base of tongue,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=C01,both_sexes,C01.gwas.imputed_v3.both_sexes.tsv.bgz,wget https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/C01.gwas.imputed_v3.both_sexes.tsv.bgz -O C01.gwas.imputed_v3.both_sexes.tsv.bgz,https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/C01.gwas.imputed_v3.both_sexes.tsv.bgz,https://www.dropbox.com/s/x6uezrlwkhseku8/C01.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0,72dfcfa199dd755dedc3c9f824151ea7
C02,Diagnoses - main ICD10: C02 Malignant neoplasm of other and unspecified parts of tongue,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=C02,both_sexes,C02.gwas.imputed_v3.both_sexes.tsv.bgz,wget https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/C02.gwas.imputed_v3.both_sexes.tsv.bgz -O C02.gwas.imputed_v3.both_sexes.tsv.bgz,https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/C02.gwas.imputed_v3.both_sexes.tsv.bgz,https://www.dropbox.com/s/uert2uyz3h2eleg/C02.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0,fdcac240a8a440dc7d8ff5952b135ebd
C09,Diagnoses - main ICD10: C09 Malignant neoplasm of tonsil,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=C09,both_sexes,C09.gwas.imputed_v3.both_sexes.tsv.bgz,wget https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/C09.gwas.imputed_v3.both_sexes.tsv.bgz -O C09.gwas.imputed_v3.both_sexes.tsv.bgz,https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/C09.gwas.imputed_v3.both_sexes.tsv.bgz,https://www.dropbox.com/s/92zxxvkxpacw77a/C09.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0,1696b0520d841e19c6d82296ecfcbede
C09,Diagnoses - main ICD10: C09 Malignant neoplasm of tonsil,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=C09,male,C09.gwas.imputed_v3.male.tsv.bgz,wget https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/C09.gwas.imputed_v3.male.tsv.bgz -O C09.gwas.imputed_v3.male.tsv.bgz,https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/C09.gwas.imputed_v3.male.tsv.bgz,https://www.dropbox.com/s/s7ym701sjydpoxk/C09.gwas.imputed_v3.male.tsv.bgz?dl=0,1045c4d27587d418133b8f409d609d17
C15,Diagnoses - main ICD10: C15 Malignant neoplasm of oesophagus,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=C15,both_sexes,C15.gwas.imputed_v3.both_sexes.tsv.bgz,wget https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/C15.gwas.imputed_v3.both_sexes.tsv.bgz -O C15.gwas.imputed_v3.both_sexes.tsv.bgz,https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/C15.gwas.imputed_v3.both_sexes.tsv.bgz,https://www.dropbox.com/s/uocxwegublo98dd/C15.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0,bad6b6cb2854b3f2422197fb4e4e15e0
C15,Diagnoses - main ICD10: C15 Malignant neoplasm of oesophagus,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=C15,female,C15.gwas.imputed_v3.female.tsv.bgz,wget https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/C15.gwas.imputed_v3.female.tsv.bgz -O C15.gwas.imputed_v3.female.tsv.bgz,https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/C15.gwas.imputed_v3.female.tsv.bgz,https://www.dropbox.com/s/qtx7rq1u3grrf4v/C15.gwas.imputed_v3.female.tsv.bgz?dl=0,4cb845121df27f44374b067e67b9a97f
C15,Diagnoses - main ICD10: C15 Malignant neoplasm of oesophagus,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=C15,male,C15.gwas.imputed_v3.male.tsv.bgz,wget https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/C15.gwas.imputed_v3.male.tsv.bgz -O C15.gwas.imputed_v3.male.tsv.bgz,https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/C15.gwas.imputed_v3.male.tsv.bgz,https://www.dropbox.com/s/fboc06tg4f7liox/C15.gwas.imputed_v3.male.tsv.bgz?dl=0,7dc0eeb2c3ac82bed89e251f45c57596
C16,Diagnoses - main ICD10: C16 Malignant neoplasm of stomach,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=C16,both_sexes,C16.gwas.imputed_v3.both_sexes.tsv.bgz,wget https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/C16.gwas.imputed_v3.both_sexes.tsv.bgz -O C16.gwas.imputed_v3.both_sexes.tsv.bgz,https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/C16.gwas.imputed_v3.both_sexes.tsv.bgz,https://www.dropbox.com/s/ebugo9icaq4sr85/C16.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0,5540c4ee100ffe171cdb921fe874b557
C16,Diagnoses - main ICD10: C16 Malignant neoplasm of stomach,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=C16,female,C16.gwas.imputed_v3.female.tsv.bgz,wget https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/C16.gwas.imputed_v3.female.tsv.bgz -O C16.gwas.imputed_v3.female.tsv.bgz,https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/C16.gwas.imputed_v3.female.tsv.bgz,https://www.dropbox.com/s/r6gvqk7gohu4pbx/C16.gwas.imputed_v3.female.tsv.bgz?dl=0,c50eb16f080e5dabc37d92299bc01502
C16,Diagnoses - main ICD10: C16 Malignant neoplasm of stomach,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=C16,male,C16.gwas.imputed_v3.male.tsv.bgz,wget https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/C16.gwas.imputed_v3.male.tsv.bgz -O C16.gwas.imputed_v3.male.tsv.bgz,https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/C16.gwas.imputed_v3.male.tsv.bgz,https://www.dropbox.com/s/6qtjeylt6hwbm4q/C16.gwas.imputed_v3.male.tsv.bgz?dl=0,dffbabfaba3226105a5769742904eebe
C17,Diagnoses - main ICD10: C17 Malignant neoplasm of small intestine,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=C17,both_sexes,C17.gwas.imputed_v3.both_sexes.tsv.bgz,wget https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/C17.gwas.imputed_v3.both_sexes.tsv.bgz -O C17.gwas.imputed_v3.both_sexes.tsv.bgz,https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/C17.gwas.imputed_v3.both_sexes.tsv.bgz,https://www.dropbox.com/s/n88f85x5cnzx9z9/C17.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0,47fa35692c2291cbc4c4b1a526b136c9
C18,Diagnoses - main ICD10: C18 Malignant neoplasm of colon,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=C18,both_sexes,C18.gwas.imputed_v3.both_sexes.tsv.bgz,wget https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/C18.gwas.imputed_v3.both_sexes.tsv.bgz -O C18.gwas.imputed_v3.both_sexes.tsv.bgz,https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/C18.gwas.imputed_v3.both_sexes.tsv.bgz,https://www.dropbox.com/s/hf76dddcoabbzst/C18.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0,3d75e54444f78fd482e29394a7c81437
C18,Diagnoses - main ICD10: C18 Malignant neoplasm of colon,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=C18,female,C18.gwas.imputed_v3.female.tsv.bgz,wget https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/C18.gwas.imputed_v3.female.tsv.bgz -O C18.gwas.imputed_v3.female.tsv.bgz,https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/C18.gwas.imputed_v3.female.tsv.bgz,https://www.dropbox.com/s/y1wxukdgce46bej/C18.gwas.imputed_v3.female.tsv.bgz?dl=0,caf7898df524639abb3011362eebde51
C18,Diagnoses - main ICD10: C18 Malignant neoplasm of colon,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=C18,male,C18.gwas.imputed_v3.male.tsv.bgz,wget https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/C18.gwas.imputed_v3.male.tsv.bgz -O C18.gwas.imputed_v3.male.tsv.bgz,https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/C18.gwas.imputed_v3.male.tsv.bgz,https://www.dropbox.com/s/dubpudu6xsziva0/C18.gwas.imputed_v3.male.tsv.bgz?dl=0,d6f54a6e6e0d92a35451aa00697afd97
C19,Diagnoses - main ICD10: C19 Malignant neoplasm of rectosigmoid junction,http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=C19,both_sexes,C19.gwas.imputed_v3.both_sexes.tsv.bgz,wget https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/C19.gwas.imputed_v3.both_sexes.tsv.bgz -O C19.gwas.imputed_v3.both_sexes.tsv.bgz,https://broad-ukb-sumstats-us-east-1.s3.amazonaws.com/round2/additive-tsvs/C19.gwas.imputed_v3.both_sexes.tsv.bgz,https://www.dropbox.com/s/44w9za6h0502f14/C19.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0,d2dfe59f733f7aae5de765dc207837de
